City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
316,arteche,12.2645,125.4048,27.31,81,60,1.84,PH,1694949161
317,miles city,46.4083,-105.8406,14.54,51,0,5.66,US,1694949161
318,colon,9.3592,-79.9014,25.96,88,100,1.18,PA,1694949161
319,egilsstadir,65.2653,-14.3948,13.95,77,100,5.66,IS,1694949161
320,chunskiy,56.0815,99.6342,15.37,60,9,1.64,RU,1694949161
321,toliara,-23.35,43.6667,28.13,53,0,5.56,MG,1694949162
322,balaipungut,1.05,101.2833,28.65,71,91,1.23,ID,1694949162
323,wauchope,-31.45,152.7333,13.87,73,0,0.94,AU,1694949162
324,malakal,9.5334,31.6605,33.06,48,85,1.17,SS,1694949162
325,happy valley-goose bay,53.3168,-60.3315,12.17,94,100,6.17,CA,1694949162
326,baikunthpur,23.25,82.55,29.05,72,72,2.55,IN,1694949162
327,iaciara,-14.0958,-46.6317,27.12,41,40,2.52,BR,1694949163
328,champerico,14.3,-91.9167,25.71,84,61,1.42,GT,1694949163
329,st. john's,47.5649,-52.7093,20.99,98,100,7.2,CA,1694949163
330,north bend,43.4065,-124.2243,12.36,93,0,0.0,US,1694949163
331,hithadhoo,-0.6,73.0833,28.11,78,10,6.72,MV,1694948925
332,las praderas,-3.3348,-79.7984,22.45,86,70,0.86,EC,1694949163
333,kupang,-10.1667,123.5833,27.32,65,20,3.6,ID,1694949163
334,romblon,12.5751,122.2708,29.38,70,87,1.1,PH,1694949164
335,santa elena de uairen,4.6167,-61.1333,20.78,86,88,0.41,VE,1694949164
336,pereira barreto,-20.6383,-51.1092,27.63,37,0,3.2,BR,1694949164
337,machico,32.7,-16.7667,25.0,66,40,3.09,PT,1694949164
338,tocopilla,-22.092,-70.1979,18.21,57,0,0.13,CL,1694949164
339,udachny,66.4167,112.4,1.36,86,98,5.88,RU,1694949165
340,mana,5.6592,-53.7767,25.56,86,50,3.13,GF,1694949165
341,el calafate,-50.3408,-72.2768,-3.15,74,18,1.89,AR,1694948957
342,lander,42.833,-108.7307,12.77,44,0,2.06,US,1694949165
343,chipinge,-20.1883,32.6236,30.65,25,0,4.4,ZW,1694948885
344,necochea,-38.5473,-58.7368,9.32,54,31,6.95,AR,1694948923
345,lihue,21.9789,-159.3672,25.77,79,20,6.17,US,1694949165
346,alice springs,-23.7,133.8833,23.75,14,0,2.06,AU,1694949166
347,bubaque,11.2833,-15.8333,27.21,76,83,2.12,GW,1694949166
348,la sarre,48.8002,-79.1996,8.9,96,61,1.77,CA,1694949166
349,picui,-6.5106,-36.3469,25.58,63,43,9.75,BR,1694949166
350,sitka,57.0531,-135.33,12.94,76,100,7.72,US,1694949166
351,norderney,53.7,7.15,20.01,81,100,4.66,DE,1694949166
352,santo domingo de los colorados,-0.25,-79.15,19.74,95,100,0.7,EC,1694949167
353,sola,-13.8833,167.55,25.75,82,8,8.89,VU,1694949027
354,rakops,-21.0167,24.3333,33.18,6,0,2.93,BW,1694949164
355,haenam,34.5711,126.5989,23.72,88,83,0.85,KR,1694949167
356,ca mau,9.1769,105.15,27.28,78,50,2.54,VN,1694949167
357,mansa,29.9833,75.3833,30.02,63,78,6.2,IN,1694949167
358,port victoria,0.0939,33.9756,24.91,62,13,4.61,KE,1694949167
359,yarmouth,41.7057,-70.2286,17.2,78,0,3.13,US,1694949168
360,walla walla,46.0646,-118.343,23.53,38,0,4.63,US,1694949168
361,forest lake,45.2789,-92.9852,12.2,95,54,2.65,US,1694949168
362,chonchi,-42.6128,-73.8092,1.73,96,86,1.34,CL,1694949168
